custid,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,Sample,lost
XNCJUF,29/11/2013,29/11/2013,29/11/2013,27,88.88888889,3.703703704,40.2,0,Y,N,N,Monday,RIC,Estimation,N
SPRE3T,29/11/2013,29/11/2013,06/01/2014,27,22.22222222,14.81481481,50.09,0.052631579,Y,N,N,Thursday,DCX,Estimation,N
8T5G88,29/11/2013,29/11/2013,15/01/2014,32,15.625,0,108.49,0.085106383,Y,N,N,Thursday,RIC,Holdout,NA
V7J2NV,29/11/2013,29/11/2013,29/11/2013,28,10.71428571,0,40.02,0,Y,Y,N,Tuesday,RIC,Holdout,NA
ULRTZT,06/11/2013,29/11/2013,16/01/2014,30,86.66666667,13.33333333,133,0.145833333,Y,N,N,Monday,DCX,Estimation,N
9Z2XPX,01/12/2013,01/12/2013,17/12/2013,32,71.875,15.625,129.63,0.1875,Y,Y,Y,Monday,DCX,Estimation,N
7K5Q5S,16/11/2013,29/11/2013,29/11/2013,11,54.54545455,0,43.99,0,N,N,N,Friday,DCX,Holdout,NA
H4G827,01/10/2013,16/12/2013,07/01/2014,38,50,26.31578947,91.06,0.090909091,Y,N,Y,Tuesday,BWI,Estimation,N
ZSC7DD,29/11/2013,29/11/2013,17/12/2013,23,34.7826087,21.73913043,38.46,0.111111111,Y,N,N,Wednesday,RIC,Holdout,NA
WVFGW5,29/11/2013,29/11/2013,15/12/2013,32,18.75,6.25,37.42,0.125,Y,Y,N,Thursday,RIC,Estimation,N
V6X54Z,29/11/2013,29/11/2013,29/11/2013,28,10.71428571,3.571428571,40.02,0,Y,N,N,Monday,RIC,Estimation,N
4NKNAA,30/11/2013,30/11/2013,16/12/2013,26,80.76923077,3.846153846,154.96,0.125,Y,N,Y,Monday,DCX,Estimation,N
42SD7L,30/11/2013,01/12/2013,01/12/2013,29,0,0,40.02,0,Y,N,Y,Tuesday,DCX,Holdout,NA
KYHHN4,30/11/2013,30/11/2013,30/11/2013,24,79.16666667,4.166666667,106.65,0,Y,N,N,Monday,CHO,Estimation,N
8ZKR7C,30/11/2013,30/11/2013,19/01/2014,41,0,0,46.87,0.16,Y,Y,Y,Monday,DCX,Holdout,NA
FFNJ5L,30/11/2013,30/11/2013,30/11/2013,27,25.92592593,11.11111111,35.02,0,Y,N,N,Monday,CHO,Estimation,N
JJ5UMY,30/11/2013,30/11/2013,30/11/2013,31,3.225806452,3.225806452,31.79,0,Y,N,N,Monday,DCX,Estimation,N
ZS4549,30/11/2013,30/11/2013,17/01/2014,9,44.44444444,11.11111111,42.12,0.041666667,Y,N,N,Tuesday,DCX,Validation,N
D93GAG,30/11/2013,30/11/2013,30/11/2013,27,25.92592593,3.703703704,35.02,0,Y,N,N,Monday,CHO,Estimation,N
T96AEM,30/11/2013,30/11/2013,30/11/2013,29,13.79310345,6.896551724,35.02,0,Y,N,N,Monday,CHO,Holdout,NA
F3NFZT,30/11/2013,30/11/2013,30/11/2013,26,38.46153846,15.38461538,29.02,0,Y,N,N,Thursday,DCX,Estimation,N
EJYQGM,30/11/2013,30/11/2013,30/11/2013,23,56.52173913,NA,54.24,0,Y,N,N,Thursday,DCX,Validation,N
4U324R,30/11/2013,30/11/2013,30/11/2013,3,100,NA,31,0,Y,N,N,Saturday,DCX,Holdout,NA
NR2FEJ,30/11/2013,30/11/2013,30/11/2013,27,11.11111111,3.703703704,31.02,0,Y,N,N,Thursday,DCX,Validation,N
YYWCJ2,30/11/2013,30/11/2013,30/11/2013,25,32,12,31.21,0,Y,N,N,Monday,DCX,Estimation,N
39U6DU,30/11/2013,30/11/2013,02/01/2014,32,43.75,28.125,36.96,0.060606061,Y,N,N,Friday,RIC,Validation,N
PVG66X,30/11/2013,30/11/2013,30/11/2013,29,3.448275862,3.448275862,35,0,Y,N,N,Monday,DCX,Estimation,N
QFWUDD,30/11/2013,30/11/2013,30/11/2013,23,78.26086957,4.347826087,35.02,0,Y,N,N,Monday,CHO,Estimation,N
SXCBGL,30/11/2013,30/11/2013,30/11/2013,24,70.83333333,8.333333333,31,0,Y,Y,N,Monday,DCX,Estimation,N
VF7U3H,30/11/2013,30/11/2013,30/11/2013,27,11.11111111,3.703703704,35,0,Y,N,N,Tuesday,DCX,Estimation,N
5GN857,30/11/2013,30/11/2013,30/11/2013,27,29.62962963,7.407407407,29.02,0,Y,N,N,Thursday,DCX,Estimation,N
MJ2TZY,30/11/2013,30/11/2013,30/11/2013,29,3.448275862,3.448275862,35.02,0,Y,N,N,Monday,CHO,Validation,N
KJNCK5,30/11/2013,30/11/2013,30/11/2013,23,91.30434783,17.39130435,29,0,Y,N,N,Tuesday,DCX,Holdout,NA
D7XKYF,30/11/2013,30/11/2013,30/11/2013,29,20.68965517,10.34482759,29.2,0,Y,N,N,Monday,DCX,Validation,N
9NS8P6,30/11/2013,30/11/2013,30/11/2013,29,0,NA,35,0,Y,N,N,Monday,DCX,Estimation,N
4SGTDK,30/11/2013,30/11/2013,30/11/2013,16,12.5,6.25,31,0,Y,N,N,Friday,DCX,Estimation,Y
TRYA5E,30/11/2013,30/11/2013,30/11/2013,25,36,NA,31.02,0,Y,N,N,Tuesday,DCX,Holdout,NA
RCLPYG,30/11/2013,30/11/2013,30/11/2013,31,70.96774194,6.451612903,40.2,0,Y,N,N,Monday,DCX,Holdout,NA
WRXW6S,30/11/2013,19/12/2013,19/12/2013,27,18.51851852,3.703703704,29.96,0,Y,N,N,Friday,DCX,Holdout,NA
KY9YEX,30/11/2013,01/12/2013,01/12/2013,23,21.73913043,NA,45.27,0,Y,N,N,Wednesday,RIC,Validation,N
B43W3Z,30/11/2013,30/11/2013,09/12/2013,20,100,15,42.87,0.222222222,Y,N,N,Tuesday,DCX,Estimation,N
4DJ3LU,30/11/2013,30/11/2013,30/11/2013,25,32,20,31,0,Y,N,N,Tuesday,DCX,Validation,N
4D9LWX,30/11/2013,30/11/2013,05/01/2014,31,35.48387097,25.80645161,79.67,0.083333333,Y,N,N,Monday,CHO,Estimation,N
8ZG2PU,30/11/2013,30/11/2013,03/12/2013,21,23.80952381,9.523809524,15.5,0.666666667,Y,N,N,Tuesday,DCX,Estimation,N
JE76U7,30/11/2013,30/11/2013,30/11/2013,26,30.76923077,3.846153846,35,0,Y,N,N,Tuesday,DCX,Holdout,NA
CHBJKR,30/11/2013,30/11/2013,30/11/2013,19,84.21052632,10.52631579,31.21,0,Y,N,N,Tuesday,DCX,Estimation,N
NKPA6B,30/11/2013,30/11/2013,30/11/2013,26,23.07692308,19.23076923,35.02,0,Y,N,N,Thursday,DCX,Estimation,N
FQFJ2H,30/11/2013,30/11/2013,30/11/2013,26,15.38461538,0,81.2,0,Y,N,N,Monday,RIC,Validation,Y
ZUDD34,30/11/2013,30/11/2013,30/11/2013,30,3.333333333,0,35,0,Y,N,N,Monday,DCX,Estimation,N
L5ULJN,30/11/2013,30/11/2013,30/11/2013,26,34.61538462,7.692307692,31,0,Y,N,N,Saturday,BWI,Estimation,N
8Y23QY,30/11/2013,30/11/2013,30/11/2013,30,6.666666667,0,36.95,0,Y,N,N,Tuesday,DCX,Validation,N
BFHBUQ,30/11/2013,22/12/2013,22/12/2013,30,0,NA,34.78,0,Y,N,N,Monday,DCX,Holdout,NA
DGYLM4,30/11/2013,30/11/2013,30/11/2013,25,4,0,29,0,Y,N,N,Tuesday,DCX,Estimation,N
P54NAS,30/11/2013,30/11/2013,30/11/2013,21,57.14285714,4.761904762,35.02,0,Y,N,N,Tuesday,DCX,Estimation,N
6BX7EK,30/11/2013,30/11/2013,30/11/2013,23,17.39130435,0,31,0,Y,N,N,Wednesday,DCX,Estimation,N
SZSXYQ,30/11/2013,30/11/2013,30/11/2013,19,21.05263158,5.263157895,35.02,0,Y,N,N,Friday,DCX,Holdout,NA
S2QSW7,30/11/2013,30/11/2013,30/11/2013,7,85.71428571,42.85714286,31.02,0,Y,N,N,Tuesday,DCX,Holdout,NA
3H3DES,30/11/2013,30/11/2013,30/11/2013,26,11.53846154,7.692307692,31.02,0,Y,N,N,Thursday,DCX,Estimation,N
3TS4LK,30/11/2013,22/12/2013,22/12/2013,28,3.571428571,3.571428571,35,0,Y,N,N,Monday,DCX,Validation,N
Y2Y565,30/11/2013,30/11/2013,15/01/2014,20,70,40,50.19,0.086956522,Y,N,N,Thursday,DCX,Estimation,N
7NEFAS,30/11/2013,30/11/2013,26/12/2013,28,28.57142857,17.85714286,49.14,0.076923077,Y,N,N,Saturday,BWI,Estimation,N
YYRV6N,30/11/2013,01/12/2013,01/12/2013,23,30.43478261,0,40.2,0,Y,N,N,Thursday,RIC,Holdout,NA
F9KTFF,30/11/2013,30/11/2013,30/11/2013,26,30.76923077,NA,31.21,0,Y,N,N,Friday,DCX,Validation,N
D7NENW,30/11/2013,30/11/2013,30/11/2013,23,8.695652174,4.347826087,40.02,0,Y,N,N,Wednesday,CHO,Estimation,N
S5VJAC,30/11/2013,30/11/2013,30/11/2013,12,91.66666667,33.33333333,31.02,0,Y,N,N,Saturday,DCX,Estimation,N
UPRNQR,30/11/2013,30/11/2013,10/12/2013,16,93.75,6.25,91.49,0.2,Y,N,N,Monday,DCX,Holdout,NA
MV5DWK,30/11/2013,15/12/2013,09/01/2014,24,75,33.33333333,42.25,0.08,Y,N,N,Tuesday,DCX,Validation,N
ZCL7BY,30/11/2013,30/11/2013,30/11/2013,26,15.38461538,11.53846154,35.02,0,Y,N,N,Saturday,DCX,Estimation,N
D2UCCC,30/11/2013,30/11/2013,30/11/2013,18,22.22222222,5.555555556,31,0,Y,N,N,Monday,DCX,Holdout,NA
X3AV5E,30/11/2013,30/11/2013,30/11/2013,27,22.22222222,11.11111111,31,0,Y,N,N,Monday,DCX,Estimation,N
3CSXAU,30/11/2013,30/11/2013,30/11/2013,28,7.142857143,7.142857143,31,0,Y,N,N,Wednesday,DCX,Validation,N
CQH6FX,30/11/2013,30/11/2013,30/11/2013,17,35.29411765,11.76470588,35.02,0,Y,N,N,Thursday,DCX,Estimation,N
KD7PJB,30/11/2013,30/11/2013,30/11/2013,26,30.76923077,11.53846154,35.21,0,Y,N,N,Monday,DCX,Estimation,N
5DGFY4,30/11/2013,30/11/2013,30/11/2013,26,3.846153846,0,35,0,Y,Y,N,Thursday,DCX,Estimation,N
82LFJH,30/11/2013,30/11/2013,30/11/2013,29,3.448275862,0,29,0,Y,N,N,Tuesday,DCX,Estimation,N
7G8K7G,30/11/2013,30/11/2013,30/11/2013,22,59.09090909,13.63636364,35,0,Y,N,N,Wednesday,DCX,Estimation,N
TY5RMR,30/11/2013,30/11/2013,30/11/2013,25,56,20,35.02,0,Y,N,N,Tuesday,DCX,Estimation,N
XB77FQ,30/11/2013,30/11/2013,30/11/2013,31,12.90322581,9.677419355,31,0,Y,N,N,Monday,DCX,Estimation,N
YQT5NX,30/11/2013,30/11/2013,30/11/2013,27,18.51851852,3.703703704,35,0,Y,N,N,Tuesday,DCX,Estimation,N
LHXFDP,30/11/2013,30/11/2013,30/11/2013,26,38.46153846,7.692307692,29.19,0,Y,N,N,Monday,CHO,Estimation,N
PDS9ME,30/11/2013,30/11/2013,05/01/2014,26,84.61538462,23.07692308,53.16,0.055555556,Y,N,N,Tuesday,DCX,Estimation,N
W9PG7F,30/11/2013,30/11/2013,30/11/2013,11,45.45454545,9.090909091,31.02,0,Y,N,N,Saturday,DCX,Estimation,N
FAZ5XP,30/11/2013,30/11/2013,29/12/2013,27,66.66666667,7.407407407,30.06,0.068965517,Y,N,N,Monday,DCX,Estimation,N
PZUHXY,30/11/2013,30/11/2013,30/11/2013,20,80,15,31.02,0,Y,N,N,Thursday,DCX,Holdout,NA
DWCCZC,30/11/2013,30/11/2013,30/11/2013,25,16,16,35.02,0,Y,N,N,Thursday,DCX,Estimation,N
XFQJVS,30/11/2013,30/11/2013,30/11/2013,4,100,25,31,0,N,N,N,Friday,DCX,Estimation,Y
C53JEQ,30/11/2013,30/11/2013,30/11/2013,40,42.5,10,61.21,0,Y,N,N,Monday,DCX,Holdout,NA
J6VCUQ,30/11/2013,01/12/2013,16/01/2014,33,60.60606061,42.42424242,39.19,0.152173913,Y,Y,N,Friday,RIC,Estimation,N
3J273Y,07/11/2013,30/11/2013,30/11/2013,24,29.16666667,0,40.2,0,Y,N,N,Wednesday,RIC,Estimation,N
5RJKWJ,30/11/2013,30/11/2013,30/11/2013,20,70,0,45.02,0,Y,N,N,Wednesday,RIC,Holdout,NA
E2N54S,30/11/2013,30/11/2013,30/11/2013,28,32.14285714,7.142857143,40.2,0,Y,N,N,Tuesday,RIC,Estimation,N
8LATGQ,01/12/2013,01/12/2013,01/12/2013,22,13.63636364,0,40.02,0,Y,N,N,Monday,CHO,Estimation,N
6JKTC9,01/12/2013,09/12/2013,15/12/2013,31,35.48387097,12.90322581,75.04,0.333333333,Y,N,N,Tuesday,CHO,Estimation,N
9245AX,28/09/2013,01/12/2013,17/12/2013,27,29.62962963,NA,40.58,0.125,Y,N,Y,Wednesday,DCX,Estimation,N
N3YYMX,01/12/2013,01/12/2013,01/12/2013,28,7.142857143,NA,40.02,0,Y,N,N,Tuesday,RIC,Estimation,N
323JTP,03/12/2013,03/12/2013,03/12/2013,23,34.7826087,0,51.97,0,Y,N,N,Wednesday,DCX,Validation,N
CHNN69,01/12/2013,01/12/2013,01/12/2013,22,72.72727273,13.63636364,73.82,0,Y,N,N,Monday,RIC,Holdout,NA
8BCTXF,01/12/2013,23/12/2013,23/12/2013,15,53.33333333,20,49.46,0,Y,N,N,Friday,DCX,Estimation,N
B9JUSM,01/12/2013,03/12/2013,08/01/2014,31,9.677419355,0,60.03,0.111111111,Y,N,N,Wednesday,RIC,Estimation,N
UYCWKZ,01/12/2013,01/12/2013,01/12/2013,27,3.703703704,NA,40.02,0,Y,N,N,Monday,RIC,Holdout,NA
YCPJ5G,01/12/2013,21/12/2013,21/12/2013,12,50,NA,45.05,0,Y,N,N,Monday,DCX,Estimation,N
T4NWGC,11/11/2013,04/12/2013,16/01/2014,28,46.42857143,14.28571429,38,0.046511628,Y,Y,Y,Thursday,DCX,Estimation,N
YL8NGN,01/12/2013,02/12/2013,02/12/2013,23,86.95652174,4.347826087,120.75,0,Y,N,N,Tuesday,DCX,Holdout,NA
F3KV9R,01/12/2013,01/12/2013,16/01/2014,22,86.36363636,22.72727273,59.01,0.086956522,Y,N,Y,Monday,DCX,Validation,N
PGCED5,01/12/2013,01/12/2013,31/12/2013,22,86.36363636,31.81818182,94.84,0.1,Y,N,Y,Monday,DCX,Validation,N
RSJSXH,01/12/2013,22/12/2013,22/12/2013,26,34.61538462,19.23076923,44.53,0,Y,N,N,Monday,DCX,Estimation,N
ETNR2R,01/12/2013,16/12/2013,16/12/2013,26,11.53846154,11.53846154,29.9,0,Y,N,N,Saturday,BWI,Holdout,NA
AB975C,01/12/2013,02/12/2013,08/01/2014,23,82.60869565,30.43478261,31.78,0.054054054,Y,N,N,Thursday,DCX,Validation,N
WD2EZV,01/12/2013,01/12/2013,01/12/2013,27,3.703703704,NA,34.18,0,Y,N,N,Tuesday,RIC,Estimation,N
XW9FJZ,09/10/2013,09/10/2013,11/11/2013,18,11.11111111,0,108.84,0.129032258,Y,N,N,Tuesday,BWI,Holdout,NA
X4GYX6,01/12/2013,02/12/2013,19/01/2014,24,33.33333333,20.83333333,62.27,0.0625,Y,N,N,Monday,DCX,Estimation,N
89TY9A,01/12/2013,01/12/2013,01/12/2013,28,7.142857143,0,40.02,0,Y,N,N,Monday,RIC,Holdout,NA
YHKZU9,01/12/2013,05/12/2013,09/01/2014,34,23.52941176,14.70588235,56.83,0.114285714,Y,N,N,Friday,DCX,Estimation,N
KDCAE7,01/12/2013,01/12/2013,08/12/2013,22,54.54545455,4.545454545,40.07,0.285714286,Y,N,N,Monday,DCX,Holdout,NA
KVXN3W,01/12/2013,12/12/2013,12/12/2013,19,78.94736842,NA,125.43,0,Y,N,N,Friday,DCX,Validation,N
WZQJV7,30/11/2013,01/12/2013,01/12/2013,22,77.27272727,0,40.02,0,Y,N,N,Monday,CHO,Estimation,N
E27QEF,01/12/2013,01/12/2013,01/12/2013,9,33.33333333,11.11111111,40.02,0,Y,N,N,Tuesday,RIC,Estimation,N
PSRYJP,01/12/2013,01/12/2013,01/12/2013,26,7.692307692,0,45.62,0,Y,N,N,Monday,CHO,Estimation,N
M9HD5A,01/12/2013,29/12/2013,29/12/2013,23,34.7826087,4.347826087,44.38,0,Y,Y,N,Friday,CHO,Estimation,N
GWC6VJ,20/08/2011,16/09/2011,01/12/2013,16,62.5,0,62.82,0.081784387,Y,N,N,Monday,CHO,Estimation,N
2ZMASQ,01/12/2013,01/12/2013,06/01/2014,26,65.38461538,11.53846154,102.71,0.083333333,Y,N,N,Tuesday,RIC,Holdout,NA
LF37CR,01/12/2013,01/12/2013,01/12/2013,27,11.11111111,3.703703704,43.86,0,Y,N,N,Tuesday,DCX,Estimation,N
29X842,01/12/2013,01/12/2013,05/01/2014,35,22.85714286,5.714285714,190.95,0.085714286,Y,N,N,Tuesday,RIC,Estimation,N
UDD3VW,28/11/2013,16/01/2014,16/01/2014,22,9.090909091,9.090909091,40.2,0,Y,N,N,Monday,RIC,Validation,N
NMZY4C,01/12/2013,01/12/2013,01/12/2013,27,11.11111111,NA,56.59,0,Y,N,N,Tuesday,CHO,Estimation,N
FPUFYS,01/12/2013,08/12/2013,13/01/2014,34,58.82352941,11.76470588,55.61,0.083333333,Y,N,N,Tuesday,DCX,Holdout,NA
VW24TJ,01/12/2013,01/12/2013,04/01/2014,28,14.28571429,0,84.54,0.058823529,Y,N,N,Monday,DCX,Validation,N
QX49YB,01/12/2013,01/12/2013,06/01/2014,27,96.2962963,7.407407407,95.14,0.111111111,Y,N,Y,Monday,DCX,Estimation,N
687CXC,01/12/2013,01/12/2013,01/12/2013,5,20,0,73.35,0,Y,N,N,Tuesday,RIC,Estimation,N
9TZPXE,01/12/2013,02/12/2013,02/12/2013,12,58.33333333,8.333333333,54.37,0,Y,N,N,Friday,DCX,Estimation,N
QNXLMZ,01/12/2013,31/12/2013,31/12/2013,13,76.92307692,7.692307692,40.02,0,Y,N,N,Monday,RIC,Validation,N
JCDTXM,01/12/2013,03/12/2013,30/12/2013,28,39.28571429,7.142857143,39.85,0.074074074,Y,N,N,Tuesday,DCX,Estimation,N
HEHZJ3,01/12/2013,03/12/2013,03/12/2013,25,12,8,42.74,0,Y,N,N,Friday,DCX,Estimation,N
WUR4WY,05/11/2013,15/12/2013,07/01/2014,26,100,23.07692308,135.53,0.130434783,Y,Y,N,Wednesday,RIC,Holdout,NA
CFKCLY,01/12/2013,01/12/2013,01/12/2013,12,16.66666667,0,40.2,0,Y,N,N,Tuesday,CHO,Validation,N
AMKL77,01/12/2013,01/12/2013,01/12/2013,27,0,0,56.7,0,Y,N,N,Monday,RIC,Validation,N
LTGYAB,01/12/2013,01/12/2013,01/12/2013,25,20,0,73.64,0,Y,N,N,Tuesday,CHO,Holdout,NA
AYDYCK,25/11/2013,25/11/2013,25/11/2013,8,25,0,45.02,0,Y,N,N,Monday,RIC,Holdout,NA
93J9PW,26/11/2013,01/12/2013,01/12/2013,26,15.38461538,0,47.49,0,Y,N,N,Monday,CHO,Validation,N
9Q592J,01/12/2013,01/12/2013,01/12/2013,24,29.16666667,4.166666667,103.64,0,Y,N,N,Monday,RIC,Estimation,N
ZFJ5HB,01/12/2013,01/12/2013,01/12/2013,27,0,0,40.2,0,Y,Y,N,Monday,RIC,Holdout,NA
SKP289,01/12/2013,01/12/2013,01/12/2013,19,68.42105263,15.78947368,53.42,0,Y,Y,N,Thursday,RIC,Estimation,N
JGGZDX,01/12/2013,01/12/2013,01/12/2013,26,7.692307692,0,58.02,0,Y,N,N,Monday,RIC,Estimation,N
E659GX,01/12/2013,01/12/2013,19/12/2013,25,56,NA,31.21,0.111111111,Y,Y,N,Friday,RIC,Holdout,NA
UVYYGT,01/12/2013,02/12/2013,04/01/2014,30,26.66666667,10,78.83,0.060606061,Y,N,N,Tuesday,CHO,Holdout,NA
JVVZZQ,02/11/2013,02/12/2013,02/12/2013,19,10.52631579,0,60.63,0,N,N,N,Monday,RIC,Holdout,NA
Y5TFKG,25/11/2013,02/12/2013,02/12/2013,9,11.11111111,0,39.95,0,Y,N,Y,Tuesday,DCX,Holdout,NA
33XJ86,01/12/2013,02/12/2013,19/01/2014,30,10,3.333333333,37.52,0.104166667,Y,Y,Y,Monday,DCX,Holdout,NA
C7SQKK,02/12/2013,02/12/2013,26/12/2013,21,100,28.57142857,56.22,0.166666667,Y,Y,Y,Tuesday,RIC,Validation,N
8TEHR2,02/12/2013,02/12/2013,02/12/2013,25,4,0,40.2,0,Y,Y,N,Wednesday,CHO,Estimation,N
TV8NU5,02/12/2013,02/12/2013,02/12/2013,13,30.76923077,7.692307692,44.62,0,Y,N,N,Tuesday,RIC,Validation,Y
UB8NUP,02/12/2013,02/12/2013,02/12/2013,24,16.66666667,4.166666667,52.49,0,Y,N,N,Thursday,DCX,Estimation,N
V8FCNQ,02/12/2013,13/12/2013,13/12/2013,23,91.30434783,52.17391304,51.13,0,Y,N,N,Wednesday,DCX,Holdout,NA
KRMBMQ,02/12/2013,02/12/2013,07/01/2014,21,100,23.80952381,107.2,0.055555556,Y,N,N,Thursday,CHO,Estimation,N
6SR6XS,02/12/2013,02/12/2013,06/12/2013,19,52.63157895,15.78947368,42.01,0.5,Y,N,N,Tuesday,CHO,Estimation,N
FS4NP7,02/12/2013,02/12/2013,02/12/2013,28,10.71428571,NA,40.2,0,Y,N,N,Tuesday,CHO,Estimation,N
4WXXH4,02/12/2013,02/12/2013,02/12/2013,23,17.39130435,8.695652174,35.02,0,Y,N,N,Wednesday,CHO,Estimation,N
UWDN82,02/12/2013,02/12/2013,02/12/2013,15,13.33333333,6.666666667,31,0,Y,N,N,Tuesday,DCX,Estimation,Y
SDYJU5,02/12/2013,02/12/2013,02/12/2013,27,3.703703704,0,37.88,0,Y,N,N,Tuesday,CHO,Validation,N
NMV8QS,02/12/2013,02/12/2013,02/12/2013,15,26.66666667,6.666666667,36.74,0,Y,N,N,Tuesday,DCX,Validation,N
A22CDA,02/12/2013,02/12/2013,02/12/2013,20,75,5,35.02,0,Y,N,N,Thursday,DCX,Validation,N
HCL3H3,02/12/2013,02/12/2013,02/12/2013,27,11.11111111,3.703703704,35,0,Y,N,N,Tuesday,DCX,Estimation,N
7VPN56,02/12/2013,02/12/2013,02/12/2013,26,15.38461538,3.846153846,45.02,0,Y,N,N,Monday,RIC,Holdout,NA
4SGDKF,02/12/2013,02/12/2013,02/12/2013,25,28,16,35,0,Y,N,N,Tuesday,DCX,Validation,N
GNJ7PA,02/12/2013,02/12/2013,02/12/2013,26,34.61538462,19.23076923,31.02,0,Y,N,N,Tuesday,CHO,Validation,N
YTJEWY,02/12/2013,02/12/2013,02/12/2013,22,59.09090909,NA,35.02,0,Y,N,N,Tuesday,CHO,Holdout,NA
SEWQNZ,02/12/2013,04/12/2013,04/12/2013,26,26.92307692,3.846153846,39.72,0,Y,N,N,Saturday,BWI,Validation,N
Q8YCDX,02/12/2013,04/12/2013,04/12/2013,12,41.66666667,NA,42.03,0,Y,N,N,Thursday,DCX,Holdout,NA
TN24QV,02/12/2013,02/12/2013,02/12/2013,25,12,8,35,0,Y,N,N,Tuesday,DCX,Estimation,N
CKRP6A,02/12/2013,02/12/2013,02/12/2013,27,0,0,29,0,Y,N,N,Friday,DCX,Estimation,N
HXPK82,02/12/2013,02/12/2013,02/12/2013,23,43.47826087,26.08695652,320.91,0,Y,Y,N,Wednesday,DCX,Estimation,N
FKD5T4,02/12/2013,02/12/2013,19/01/2014,27,77.77777778,NA,32.48,0.041666667,N,N,N,Monday,CHO,Estimation,N
GCULRJ,19/11/2013,02/12/2013,16/01/2014,27,81.48148148,14.81481481,34.27,0.133333333,Y,Y,N,Friday,RIC,Estimation,N
XTAM2V,02/12/2013,02/12/2013,13/01/2014,33,30.3030303,21.21212121,71.47,0.071428571,Y,Y,N,Tuesday,RIC,Validation,N
A4NXA7,02/12/2013,02/12/2013,02/12/2013,14,71.42857143,28.57142857,40.78,0,Y,N,N,Wednesday,DCX,Validation,N
Z8A4DL,02/12/2013,02/12/2013,02/12/2013,26,7.692307692,3.846153846,31,0,Y,N,N,Friday,DCX,Holdout,NA
D5QU3C,21/11/2013,21/11/2013,21/11/2013,22,27.27272727,13.63636364,40.2,0,Y,N,N,Tuesday,CHO,Validation,N
K3XQ69,02/12/2013,02/12/2013,02/12/2013,26,3.846153846,0,31,0,Y,N,N,Tuesday,DCX,Holdout,NA
X56QGR,02/12/2013,02/12/2013,18/01/2014,27,29.62962963,7.407407407,47.36,0.042553191,Y,N,N,Monday,RIC,Estimation,N
4F3UH5,02/12/2013,02/12/2013,02/12/2013,26,42.30769231,NA,29,0,Y,N,N,Tuesday,DCX,Holdout,NA
NJA9GE,30/10/2013,30/10/2013,24/11/2013,19,15.78947368,5.263157895,56.97,0.08,Y,Y,N,Monday,RIC,Validation,N
BNJT37,16/12/2013,27/12/2013,27/12/2013,24,37.5,20.83333333,40.02,0,Y,N,Y,Monday,DCX,Estimation,N
R4V4B6,02/12/2013,02/12/2013,02/12/2013,27,3.703703704,3.703703704,35,0,Y,N,N,Tuesday,BWI,Validation,N
7C3LR9,02/12/2013,02/12/2013,02/12/2013,25,20,0,40.02,0,Y,N,Y,Friday,DCX,Estimation,N
M8CEQX,02/12/2013,02/12/2013,02/12/2013,24,45.83333333,12.5,35.02,0,Y,N,N,Thursday,CHO,Holdout,NA
WVGDHV,02/12/2013,02/12/2013,02/12/2013,26,11.53846154,NA,45.02,0,Y,N,N,Monday,RIC,Estimation,N
CH9BB3,02/12/2013,02/12/2013,02/12/2013,8,50,0,40,0,Y,N,N,Wednesday,DCX,Validation,N
KD8QL5,02/12/2013,02/12/2013,02/12/2013,25,24,0,40.02,0,Y,Y,N,Thursday,RIC,Validation,N
DWTF83,02/12/2013,02/12/2013,19/01/2014,30,13.33333333,6.666666667,114.58,0.145833333,Y,N,Y,Friday,DCX,Estimation,N
UGW6DM,02/12/2013,02/12/2013,02/12/2013,27,3.703703704,0,50.76,0,Y,N,N,Tuesday,CHO,Validation,N
NTLPMW,02/12/2013,02/12/2013,02/12/2013,25,0,0,45.02,0,Y,N,N,Thursday,RIC,Validation,N
Z9CNFJ,02/12/2013,02/12/2013,02/12/2013,26,7.692307692,0,40.02,0,Y,N,N,Tuesday,CHO,Validation,N
Q849BF,08/12/2013,12/12/2013,22/12/2013,26,50,3.846153846,55.22,0.2,Y,N,N,Friday,DCX,Estimation,N
D4HLHH,02/12/2013,08/12/2013,12/01/2014,26,88.46153846,11.53846154,95.23,0.114285714,Y,N,N,Monday,DCX,Validation,N
L2ZSUX,02/12/2013,02/12/2013,14/01/2014,21,85.71428571,28.57142857,62.46,0.046511628,Y,N,N,Wednesday,CHO,Validation,N
XDAWN4,02/12/2013,02/12/2013,12/12/2013,24,12.5,0,47.47,0.2,Y,N,N,Friday,DCX,Estimation,N
HLFTJN,25/11/2013,02/12/2013,26/12/2013,29,10.34482759,10.34482759,51.62,0.125,Y,N,Y,Tuesday,DCX,Validation,N
RX34HV,24/11/2013,02/12/2013,02/12/2013,27,22.22222222,3.703703704,100.32,0,Y,N,N,Tuesday,RIC,Estimation,N
CAYDNX,02/12/2013,02/12/2013,02/12/2013,16,12.5,NA,42.56,0,Y,N,N,Wednesday,DCX,Estimation,N
HDLPR3,02/12/2013,12/12/2013,12/12/2013,20,65,NA,40.02,0,Y,N,N,Monday,RIC,Estimation,N
JGQNWQ,02/12/2013,02/12/2013,19/01/2014,34,85.29411765,32.35294118,82.2,0.125,Y,Y,N,Monday,CHO,Estimation,N
